NombreMunicipio,CodigoMunicipio,UbicaciÃ³n,NombreRegion,CodigoRegion,Anio,CausaMortalidad,TipoPoblacionObjetivo,Poblacion,Casos,Tasa_x_100k
ItagÃ¼Ã­,5360,POINT (-75.609585 6.172619),VALLE DE ABURRA,1,2010,Suicidios,Poblacion total,242150,12,4.955606029320669
Ituango,5361,POINT (-75.764081 7.172568),NORTE,5,2010,Suicidios,Poblacion total,26255,1,3.8087983241287375
JardÃ­n,5364,POINT (-75.819483 5.599097),SUROESTE,8,2010,Suicidios,Poblacion total,13969,0,0.0
JericÃ³,5368,POINT (-75.786118 5.791557),SUROESTE,8,2010,Suicidios,Poblacion total,14018,0,0.0
La Ceja,5376,POINT (-75.431681 6.030682),ORIENTE,7,2010,Suicidios,Poblacion total,55914,2,3.576921701183961
La Estrella,5380,POINT (-75.643382 6.157644),VALLE DE ABURRA,1,2010,Suicidios,Poblacion total,61352,5,8.149693571521711
La Pintada,5390,POINT (-75.606525 5.747143),SUROESTE,8,2010,Suicidios,Poblacion total,9190,1,10.881392818280741
La UniÃ³n,5400,POINT (-75.361241 5.973832),ORIENTE,7,2010,Suicidios,Poblacion total,19617,1,5.09761941173472
Liborina,5411,POINT (-75.811313 6.67786),OCCIDENTE,6,2010,Suicidios,Poblacion total,10247,0,0.0
Maceo,5425,POINT (-74.673429 6.530691),MAGDALENA MEDIO,3,2010,Suicidios,Poblacion total,8451,0,0.0
Marinilla,5440,POINT (-75.334772 6.173718),ORIENTE,7,2010,Suicidios,Poblacion total,56685,2,3.528270265502338
MedellÃ­n,5001,POINT (-75.564739 6.253104),VALLE DE ABURRA,1,2010,Suicidios,Poblacion total,2185539,123,5.6279023160877015
Montebello,5467,POINT (-75.524621 5.945694),SUROESTE,8,2010,Suicidios,Poblacion total,7341,0,0.0
MurindÃ³,5475,POINT (-76.82131 6.981328),URABA,9,2010,Suicidios,Poblacion total,4086,0,0.0
MutatÃ¡,5480,POINT (-76.436928 7.245319),URABA,9,2010,Suicidios,Poblacion total,12825,1,7.7972709551656925
NariÃ±o,5483,POINT (-75.176323 5.609727),ORIENTE,7,2010,Suicidios,Poblacion total,11611,0,0.0
NechÃ­,5495,POINT (-74.775013 8.095003),BAJO CAUCA,2,2010,Suicidios,Poblacion total,22265,0,0.0
NecoclÃ­,5490,POINT (-76.786829 8.424299),URABA,9,2010,Suicidios,Poblacion total,38457,1,2.6003068362066726
Olaya,5501,POINT (-75.81238 6.628142),OCCIDENTE,6,2010,Suicidios,Poblacion total,3130,0,0.0
Peque,5543,POINT (-75.908927 7.021696),OCCIDENTE,6,2010,Suicidios,Poblacion total,7833,0,0.0
Pueblorrico,5576,POINT (-75.841914 5.790844),SUROESTE,8,2010,Suicidios,Poblacion total,8804,0,0.0
Puerto BerrÃ­o,5579,POINT (-74.402022 6.490753),MAGDALENA MEDIO,3,2010,Suicidios,Poblacion total,36286,3,8.267651435815466
Puerto Nare,5585,POINT (-74.581675 6.187952),MAGDALENA MEDIO,3,2010,Suicidios,Poblacion total,14780,0,0.0
Puerto Triunfo,5591,POINT (-74.640079 5.87335),MAGDALENA MEDIO,3,2010,Suicidios,Poblacion total,15573,0,0.0
Remedios,5604,POINT (-74.69368 7.02808),NORDESTE,4,2010,Suicidios,Poblacion total,26045,4,15.358034171626032
Rionegro,5615,POINT (-75.373872 6.153548),ORIENTE,7,2010,Suicidios,Poblacion total,116574,11,9.436066361281245
Sabanalarga,5628,POINT (-75.818245 6.850482),OCCIDENTE,6,2010,Suicidios,Poblacion total,8688,0,0.0
Sabaneta,5631,POINT (-75.615491 6.15156),VALLE DE ABURRA,1,2010,Suicidios,Poblacion total,67197,3,4.464485021652752
Salgar,5642,POINT (-75.979184 5.963438),SUROESTE,8,2010,Suicidios,Poblacion total,19157,4,20.88009604844182
San AndrÃ©s de Cuerquia,5647,POINT (-75.67649 6.914739),NORTE,5,2010,Suicidios,Poblacion total,7463,1,13.399437223636607
San Carlos,5649,POINT (-74.992086 6.188726),ORIENTE,7,2010,Suicidios,Poblacion total,18714,1,5.343593031954686
San Francisco,5652,POINT (-75.102069 5.964854),ORIENTE,7,2010,Suicidios,Poblacion total,5830,0,0.0
San JerÃ³nimo,5656,POINT (-75.72792 6.442677),OCCIDENTE,6,2010,Suicidios,Poblacion total,14127,0,0.0
San JosÃ© de La MontaÃ±a,5658,POINT (-75.683472 6.848958),NORTE,5,2010,Suicidios,Poblacion total,3396,0,0.0
San Juan de UrabÃ¡,5659,POINT (-76.524538 8.766496),URABA,9,2010,Suicidios,Poblacion total,17737,0,0.0
San Luis,5660,POINT (-74.994436 6.042772),ORIENTE,7,2010,Suicidios,Poblacion total,13225,0,0.0
San Pedro de Los Milagros,5664,POINT (-75.555959 6.461815),NORTE,5,2010,Suicidios,Poblacion total,20020,1,4.995004995004995
San Pedro de UrabÃ¡,5665,POINT (-76.382921 8.277916),URABA,9,2010,Suicidios,Poblacion total,28732,2,6.960879855213699
San Rafael,5667,POINT (-75.028257 6.295426),ORIENTE,7,2010,Suicidios,Poblacion total,16243,0,0.0
San Roque,5670,POINT (-75.019485 6.485044),NORDESTE,4,2010,Suicidios,Poblacion total,21008,2,9.52018278750952
San Vicente,5674,POINT (-75.331782 6.282678),ORIENTE,7,2010,Suicidios,Poblacion total,21746,1,4.598546859192496
Santa BÃ¡rbara,5679,POINT (-75.568167 5.874215),SUROESTE,8,2010,Suicidios,Poblacion total,27520,0,0.0
Santa Fe de Antioquia,5042,POINT (-75.827742 6.556455),OCCIDENTE,6,2010,Suicidios,Poblacion total,24381,1,4.101554489151388
Santa Rosa de Osos,5686,POINT (-75.460696 6.648965),NORTE,5,2010,Suicidios,Poblacion total,33279,3,9.014693951140359
Santo Domingo,5690,POINT (-75.164398 6.471292),NORDESTE,4,2010,Suicidios,Poblacion total,13291,1,7.523888345496952
Segovia,5736,POINT (-75.164407 6.471289),NORDESTE,4,2010,Suicidios,Poblacion total,33766,4,11.846235858555945
SonsÃ³n,5756,POINT (-75.31098 5.709254),ORIENTE,7,2010,Suicidios,Poblacion total,37224,6,16.118633139909736
SopetrÃ¡n,5761,POINT (-75.742487 6.500955),OCCIDENTE,6,2010,Suicidios,Poblacion total,14493,0,0.0
TÃ¡mesis,5789,POINT (-75.712508 5.662788),SUROESTE,8,2010,Suicidios,Poblacion total,17393,1,5.749439429655609
TarazÃ¡,5790,POINT (-75.39983 7.58049),BAJO CAUCA,2,2010,Suicidios,Poblacion total,23910,1,4.182350480970306
Tarso,5792,POINT (-75.82213 5.865469),SUROESTE,8,2010,Suicidios,Poblacion total,6379,0,0.0
TitiribÃ­,5809,POINT (-75.793717 6.063419),SUROESTE,8,2010,Suicidios,Poblacion total,11537,0,0.0
Toledo,5819,POINT (-75.691555 7.01096),NORTE,5,2010,Suicidios,Poblacion total,5317,0,0.0
Turbo,5837,POINT (-76.728476 8.095151),URABA,9,2010,Suicidios,Poblacion total,111028,6,5.40404222358324
Uramita,5842,POINT (-76.266639 7.001396),OCCIDENTE,6,2010,Suicidios,Poblacion total,7328,0,0.0
Urrao,5847,POINT (-76.134557 6.317018),SUROESTE,8,2010,Suicidios,Poblacion total,29324,2,6.820351930159596
Valdivia,5854,POINT (-75.391627 7.292119),NORTE,5,2010,Suicidios,Poblacion total,13618,3,22.029666617711854
ValparaÃ­so,5856,POINT (-75.62448 5.616356),SUROESTE,8,2010,Suicidios,Poblacion total,7373,0,0.0
VegachÃ­,5858,POINT (-74.798745 6.77151),NORDESTE,4,2010,Suicidios,Poblacion total,11914,0,0.0
Venecia,5861,POINT (-75.733897 5.963555),SUROESTE,8,2010,Suicidios,Poblacion total,11875,0,0.0
VigÃ­a del Fuerte,5873,POINT (-76.896085 6.589081),URABA,9,2010,Suicidios,Poblacion total,8438,0,0.0
YalÃ­,5885,POINT (-74.842107 6.675328),NORDESTE,4,2010,Suicidios,Poblacion total,7622,1,13.119916032537391
Yarumal,5887,POINT (-75.416733 6.963321),NORTE,5,2010,Suicidios,Poblacion total,39491,3,7.596667595148261
YolombÃ³,5890,POINT (-75.01183 6.59926),NORDESTE,4,2010,Suicidios,Poblacion total,22235,2,8.994827973915
YondÃ³,5893,POINT (-73.909599 7.007398),MAGDALENA MEDIO,3,2010,Suicidios,Poblacion total,16158,1,6.1888847629657135
Zaragoza,5895,POINT (-74.868261 7.492548),BAJO CAUCA,2,2010,Suicidios,Poblacion total,23958,1,4.173971116119876
Abejorral,5002,POINT (-75.427045 5.79145),ORIENTE,7,2011,Suicidios,Poblacion total,21619,1,4.625560849252972
AbriaquÃ­,5004,POINT (-76.064563 6.63197),OCCIDENTE,6,2011,Suicidios,Poblacion total,2672,0,0.0
AlejandrÃ­a,5021,POINT (-75.141258 6.376923),ORIENTE,7,2011,Suicidios,Poblacion total,4678,0,0.0
AmagÃ¡,5030,POINT (-75.703216 6.04063),SUROESTE,8,2011,Suicidios,Poblacion total,28354,3,10.58051774000141
Amalfi,5031,POINT (-75.075028 6.907385),NORDESTE,4,2011,Suicidios,Poblacion total,24156,0,0.0
Andes,5034,POINT (-75.877699 5.655629),SUROESTE,8,2011,Suicidios,Poblacion total,42173,5,11.85592677779622
AngelÃ³polis,5036,POINT (-75.710262 6.111531),SUROESTE,8,2011,Suicidios,Poblacion total,5801,0,0.0
Angostura,5038,POINT (-75.334973 6.885789),NORTE,5,2011,Suicidios,Poblacion total,11788,0,0.0
AnorÃ­,5040,POINT (-75.145827 7.073577),NORDESTE,4,2011,Suicidios,Poblacion total,16908,1,5.914360066240833
AnzÃ¡,5044,POINT (-75.854027 6.303405),OCCIDENTE,6,2011,Suicidios,Poblacion total,6855,0,0.0
ApartadÃ³,5045,POINT (-76.630692 7.887047),URABA,9,2011,Suicidios,Poblacion total,104703,7,6.685577299599821
Arboletes,5051,POINT (-76.427353 8.852936),URABA,9,2011,Suicidios,Poblacion total,29059,0,0.0
Argelia,5055,POINT (-75.142821 5.731236),ORIENTE,7,2011,Suicidios,Poblacion total,8662,0,0.0
Armenia,5059,POINT (-75.787666 6.156497),OCCIDENTE,6,2011,Suicidios,Poblacion total,5596,0,0.0
Barbosa,5079,POINT (-75.331286 6.437248),VALLE DE ABURRA,1,2011,Suicidios,Poblacion total,47107,3,6.3684802683253015
Bello,5088,POINT (-75.558281 6.334985),VALLE DE ABURRA,1,2011,Suicidios,Poblacion total,454478,14,3.0804571398395524
Belmira,5086,POINT (-75.667252 6.606713),NORTE,5,2011,Suicidios,Poblacion total,5896,1,16.960651289009498
Betania,5091,POINT (-75.976261 5.745292),SUROESTE,8,2011,Suicidios,Poblacion total,10902,3,27.5178866263071
Betulia,5093,POINT (-75.984594 6.113454),SUROESTE,8,2011,Suicidios,Poblacion total,15526,2,12.88161793121216
BriceÃ±o,5107,POINT (-75.551532 7.110465),NORTE,5,2011,Suicidios,Poblacion total,8212,0,0.0
BuriticÃ¡,5113,POINT (-75.907102 6.719872),OCCIDENTE,6,2011,Suicidios,Poblacion total,8811,1,11.349449551696743
CÃ¡ceres,5120,POINT (-75.347874 7.582281),BAJO CAUCA,2,2011,Suicidios,Poblacion total,26678,0,0.0
Caicedo,5125,POINT (-75.982545 6.406072),OCCIDENTE,6,2011,Suicidios,Poblacion total,7956,0,0.0
Caldas,5129,POINT (-75.635534 6.09199),VALLE DE ABURRA,1,2011,Suicidios,Poblacion total,71475,7,9.793634137810423
Campamento,5134,POINT (-75.29634 6.979113),NORTE,5,2011,Suicidios,Poblacion total,9437,0,0.0
CaÃ±asgordas,5138,POINT (-76.025603 6.749957),OCCIDENTE,6,2011,Suicidios,Poblacion total,16364,0,0.0
CaracolÃ­,5142,POINT (-74.756712 6.410876),MAGDALENA MEDIO,3,2011,Suicidios,Poblacion total,4935,0,0.0
Caramanta,5145,POINT (-75.644483 5.548681),SUROESTE,8,2011,Suicidios,Poblacion total,5410,0,0.0
Carepa,5147,POINT (-76.655568 7.755937),URABA,9,2011,Suicidios,Poblacion total,40473,3,7.412348973389667
Carolina,5150,POINT (-75.281494 6.723626),NORTE,5,2011,Suicidios,Poblacion total,3905,1,25.60819462227913
Caucasia,5154,POINT (-75.197397 7.989436),BAJO CAUCA,2,2011,Suicidios,Poblacion total,79274,1,1.2614476373085755
ChigorodÃ³,5172,POINT (-76.685044 7.672652),URABA,9,2011,Suicidios,Poblacion total,49975,4,8.0040020010005
Cisneros,5190,POINT (-75.087684 6.538526),NORDESTE,4,2011,Suicidios,Poblacion total,9637,0,0.0
Ciudad BolÃ­var,5101,POINT (-76.020994 5.850015),SUROESTE,8,2011,Suicidios,Poblacion total,26554,4,15.063643895458311
CocornÃ¡,5197,POINT (-75.185273 6.057769),ORIENTE,7,2011,Suicidios,Poblacion total,17280,2,11.574074074074074
ConcepciÃ³n,5206,POINT (-75.259425 6.394975),ORIENTE,7,2011,Suicidios,Poblacion total,5122,1,19.52362358453729
Concordia,5209,POINT (-75.907256 6.046154),SUROESTE,8,2011,Suicidios,Poblacion total,21315,4,18.766127140511376
Copacabana,5212,POINT (-75.508181 6.346097),VALLE DE ABURRA,1,2011,Suicidios,Poblacion total,69716,6,8.60634574559642
Dabeiba,5234,POINT (-76.266682 7.001567),OCCIDENTE,6,2011,Suicidios,Poblacion total,22494,4,17.782519783053257
DonmatÃ­as,5237,POINT (-75.394608 6.486305),NORTE,5,2011,Suicidios,Poblacion total,17292,1,5.783021050196623
EbÃ©jico,5240,POINT (-75.768514 6.326468),OCCIDENTE,6,2011,Suicidios,Poblacion total,12845,0,0.0
El Bagre,5250,POINT (-74.812977 7.60005),BAJO CAUCA,2,2011,Suicidios,Poblacion total,44881,0,0.0
El Carmen de Viboral,5148,POINT (-75.335351 6.083283),ORIENTE,7,2011,Suicidios,Poblacion total,53063,2,3.769104649190585
El PeÃ±ol,5541,POINT (-75.161743 6.234274),ORIENTE,7,2011,Suicidios,Poblacion total,19561,2,10.224426154082101
El Retiro,5607,POINT (-75.502683 6.057336),ORIENTE,7,2011,Suicidios,Poblacion total,20870,1,4.791566842357451
El Santuario,5697,POINT (-75.265676 6.139528),ORIENTE,7,2011,Suicidios,Poblacion total,32729,0,0.0
EntrerrÃ­os,5264,POINT (-75.517037 6.567385),NORTE,5,2011,Suicidios,Poblacion total,9892,1,10.109179134654266
Envigado,5266,POINT (-75.587333 6.16996),VALLE DE ABURRA,1,2011,Suicidios,Poblacion total,198772,17,8.552512426297465
Fredonia,5282,POINT (-75.671749 5.927145),SUROESTE,8,2011,Suicidios,Poblacion total,24189,2,8.268221092232006
Frontino,5284,POINT (-76.128568 6.77975),OCCIDENTE,6,2011,Suicidios,Poblacion total,21756,1,4.59643316786174
Giraldo,5306,POINT (-75.953365 6.680421),OCCIDENTE,6,2011,Suicidios,Poblacion total,5219,0,0.0
Girardota,5308,POINT (-75.446101 6.377536),VALLE DE ABURRA,1,2011,Suicidios,Poblacion total,45715,3,6.562397462539648
GÃ³mez Plata,5310,POINT (-75.219375 6.681523),NORTE,5,2011,Suicidios,Poblacion total,9616,1,10.399334442595674
Granada,5313,POINT (-75.18443 6.14432),ORIENTE,7,2011,Suicidios,Poblacion total,12065,2,16.576875259013676
Guadalupe,5315,POINT (-75.240458 6.814987),NORTE,5,2011,Suicidios,Poblacion total,6523,1,15.330369461904032
Guarne,5318,POINT (-75.442619 6.279958),ORIENTE,7,2011,Suicidios,Poblacion total,48524,5,10.304179375154563
GuatapÃ©,5321,POINT (-75.161723 6.234276),ORIENTE,7,2011,Suicidios,Poblacion total,7433,1,13.453518094981838
Heliconia,5347,POINT (-75.733349 6.207128),OCCIDENTE,6,2011,Suicidios,Poblacion total,5991,0,0.0
Hispania,5353,POINT (-75.907416 5.799621),SUROESTE,8,2011,Suicidios,Poblacion total,5336,1,18.74062968515742
ItagÃ¼Ã­,5360,POINT (-75.609585 6.172619),VALLE DE ABURRA,1,2011,Suicidios,Poblacion total,246219,10,4.061424991572543
Ituango,5361,POINT (-75.764081 7.172568),NORTE,5,2011,Suicidios,Poblacion total,26337,3,11.390818999886092
JardÃ­n,5364,POINT (-75.819483 5.599097),SUROESTE,8,2011,Suicidios,Poblacion total,14055,2,14.229811454998222
JericÃ³,5368,POINT (-75.786118 5.791557),SUROESTE,8,2011,Suicidios,Poblacion total,13976,1,7.155123068116771
La Ceja,5376,POINT (-75.431681 6.030682),ORIENTE,7,2011,Suicidios,Poblacion total,56960,2,3.51123595505618
La Estrella,5380,POINT (-75.643382 6.157644),VALLE DE ABURRA,1,2011,Suicidios,Poblacion total,62544,4,6.3954975697109235
La Pintada,5390,POINT (-75.606525 5.747143),SUROESTE,8,2011,Suicidios,Poblacion total,9059,1,11.038745998454576
La UniÃ³n,5400,POINT (-75.361241 5.973832),ORIENTE,7,2011,Suicidios,Poblacion total,19810,1,5.047955577990914
Liborina,5411,POINT (-75.811313 6.67786),OCCIDENTE,6,2011,Suicidios,Poblacion total,10226,0,0.0
Maceo,5425,POINT (-74.673429 6.530691),MAGDALENA MEDIO,3,2011,Suicidios,Poblacion total,8411,2,23.778385447628107
Marinilla,5440,POINT (-75.334772 6.173718),ORIENTE,7,2011,Suicidios,Poblacion total,57642,2,3.469692238298463
MedellÃ­n,5001,POINT (-75.564739 6.253104),VALLE DE ABURRA,1,2011,Suicidios,Poblacion total,2213549,122,5.5115111524524645
Montebello,5467,POINT (-75.524621 5.945694),SUROESTE,8,2011,Suicidios,Poblacion total,7246,1,13.80071763731714
MurindÃ³,5475,POINT (-76.82131 6.981328),URABA,9,2011,Suicidios,Poblacion total,4180,0,0.0
MutatÃ¡,5480,POINT (-76.436928 7.245319),URABA,9,2011,Suicidios,Poblacion total,12940,1,7.727975270479135
NariÃ±o,5483,POINT (-75.176323 5.609727),ORIENTE,7,2011,Suicidios,Poblacion total,11423,1,8.754267705506434
NechÃ­,5495,POINT (-74.775013 8.095003),BAJO CAUCA,2,2011,Suicidios,Poblacion total,22669,0,0.0
NecoclÃ­,5490,POINT (-76.786829 8.424299),URABA,9,2011,Suicidios,Poblacion total,38885,0,0.0
Olaya,5501,POINT (-75.81238 6.628142),OCCIDENTE,6,2011,Suicidios,Poblacion total,3110,0,0.0
Peque,5543,POINT (-75.908927 7.021696),OCCIDENTE,6,2011,Suicidios,Poblacion total,7904,0,0.0
Pueblorrico,5576,POINT (-75.841914 5.790844),SUROESTE,8,2011,Suicidios,Poblacion total,8796,0,0.0
Puerto BerrÃ­o,5579,POINT (-74.402022 6.490753),MAGDALENA MEDIO,3,2011,Suicidios,Poblacion total,36620,2,5.461496450027307
Puerto Nare,5585,POINT (-74.581675 6.187952),MAGDALENA MEDIO,3,2011,Suicidios,Poblacion total,14696,0,0.0
Puerto Triunfo,5591,POINT (-74.640079 5.87335),MAGDALENA MEDIO,3,2011,Suicidios,Poblacion total,15873,1,6.3000063000063
Remedios,5604,POINT (-74.69368 7.02808),NORDESTE,4,2011,Suicidios,Poblacion total,26325,0,0.0
Rionegro,5615,POINT (-75.373872 6.153548),ORIENTE,7,2011,Suicidios,Poblacion total,118781,6,5.051312920416565
Sabanalarga,5628,POINT (-75.818245 6.850482),OCCIDENTE,6,2011,Suicidios,Poblacion total,8737,0,0.0
Sabaneta,5631,POINT (-75.615491 6.15156),VALLE DE ABURRA,1,2011,Suicidios,Poblacion total,68989,1,1.4495064430561393
Salgar,5642,POINT (-75.979184 5.963438),SUROESTE,8,2011,Suicidios,Poblacion total,19038,2,10.505305179115453
San AndrÃ©s de Cuerquia,5647,POINT (-75.67649 6.914739),NORTE,5,2011,Suicidios,Poblacion total,7424,0,0.0
San Carlos,5649,POINT (-74.992086 6.188726),ORIENTE,7,2011,Suicidios,Poblacion total,18357,0,0.0
San Francisco,5652,POINT (-75.102069 5.964854),ORIENTE,7,2011,Suicidios,Poblacion total,5823,0,0.0
San JerÃ³nimo,5656,POINT (-75.72792 6.442677),OCCIDENTE,6,2011,Suicidios,Poblacion total,14277,1,7.004272606289836
San JosÃ© de La MontaÃ±a,5658,POINT (-75.683472 6.848958),NORTE,5,2011,Suicidios,Poblacion total,3428,0,0.0
San Juan de UrabÃ¡,5659,POINT (-76.524538 8.766496),URABA,9,2011,Suicidios,Poblacion total,17983,1,5.560807429238725
San Luis,5660,POINT (-74.994436 6.042772),ORIENTE,7,2011,Suicidios,Poblacion total,13187,1,7.583225904299689
San Pedro de Los Milagros,5664,POINT (-75.555959 6.461815),NORTE,5,2011,Suicidios,Poblacion total,20218,1,4.946087644673064
San Pedro de UrabÃ¡,5665,POINT (-76.382921 8.277916),URABA,9,2011,Suicidios,Poblacion total,28981,2,6.901073116869673
San Rafael,5667,POINT (-75.028257 6.295426),ORIENTE,7,2011,Suicidios,Poblacion total,16142,4,24.780076818238136
San Roque,5670,POINT (-75.019485 6.485044),NORDESTE,4,2011,Suicidios,Poblacion total,21045,0,0.0
San Vicente,5674,POINT (-75.331782 6.282678),ORIENTE,7,2011,Suicidios,Poblacion total,21763,2,9.189909479391629
Santa BÃ¡rbara,5679,POINT (-75.568167 5.874215),SUROESTE,8,2011,Suicidios,Poblacion total,27394,1,3.650434401693802
Santa Fe de Antioquia,5042,POINT (-75.827742 6.556455),OCCIDENTE,6,2011,Suicidios,Poblacion total,24522,0,0.0
Santa Rosa de Osos,5686,POINT (-75.460696 6.648965),NORTE,5,2011,Suicidios,Poblacion total,33557,6,17.880025032035046
Santo Domingo,5690,POINT (-75.164398 6.471292),NORDESTE,4,2011,Suicidios,Poblacion total,13127,1,7.6178867982021785
Segovia,5736,POINT (-75.164407 6.471289),NORDESTE,4,2011,Suicidios,Poblacion total,34239,5,14.603230234527876
SonsÃ³n,5756,POINT (-75.31098 5.709254),ORIENTE,7,2011,Suicidios,Poblacion total,37002,2,5.405113237122317
SopetrÃ¡n,5761,POINT (-75.742487 6.500955),OCCIDENTE,6,2011,Suicidios,Poblacion total,14529,1,6.882786151834263
TÃ¡mesis,5789,POINT (-75.712508 5.662788),SUROESTE,8,2011,Suicidios,Poblacion total,17222,1,5.8065265358262685
TarazÃ¡,5790,POINT (-75.39983 7.58049),BAJO CAUCA,2,2011,Suicidios,Poblacion total,24285,3,12.353304508956144
Tarso,5792,POINT (-75.82213 5.865469),SUROESTE,8,2011,Suicidios,Poblacion total,6386,0,0.0
TitiribÃ­,5809,POINT (-75.793717 6.063419),SUROESTE,8,2011,Suicidios,Poblacion total,11451,1,8.732861758798357
Toledo,5819,POINT (-75.691555 7.01096),NORTE,5,2011,Suicidios,Poblacion total,5255,0,0.0
Turbo,5837,POINT (-76.728476 8.095151),URABA,9,2011,Suicidios,Poblacion total,112602,1,0.888083693007229
Uramita,5842,POINT (-76.266639 7.001396),OCCIDENTE,6,2011,Suicidios,Poblacion total,7268,0,0.0
Urrao,5847,POINT (-76.134557 6.317018),SUROESTE,8,2011,Suicidios,Poblacion total,29371,2,6.809437880902931
Valdivia,5854,POINT (-75.391627 7.292119),NORTE,5,2011,Suicidios,Poblacion total,13636,0,0.0
ValparaÃ­so,5856,POINT (-75.62448 5.616356),SUROESTE,8,2011,Suicidios,Poblacion total,7276,0,0.0
VegachÃ­,5858,POINT (-74.798745 6.77151),NORDESTE,4,2011,Suicidios,Poblacion total,11888,0,0.0
Venecia,5861,POINT (-75.733897 5.963555),SUROESTE,8,2011,Suicidios,Poblacion total,11787,1,8.483922965979469
VigÃ­a del Fuerte,5873,POINT (-76.896085 6.589081),URABA,9,2011,Suicidios,Poblacion total,8496,0,0.0
YalÃ­,5885,POINT (-74.842107 6.675328),NORDESTE,4,2011,Suicidios,Poblacion total,7605,0,0.0
Yarumal,5887,POINT (-75.416733 6.963321),NORTE,5,2011,Suicidios,Poblacion total,39681,3,7.560293339381567
YolombÃ³,5890,POINT (-75.01183 6.59926),NORDESTE,4,2011,Suicidios,Poblacion total,22233,1,4.49781855799937
YondÃ³,5893,POINT (-73.909599 7.007398),MAGDALENA MEDIO,3,2011,Suicidios,Poblacion total,16508,0,0.0
Zaragoza,5895,POINT (-74.868261 7.492548),BAJO CAUCA,2,2011,Suicidios,Poblacion total,24015,0,0.0
Abejorral,5002,POINT (-75.427045 5.79145),ORIENTE,7,2012,Suicidios,Poblacion total,21371,2,9.358476440035563
AbriaquÃ­,5004,POINT (-76.064563 6.63197),OCCIDENTE,6,2012,Suicidios,Poblacion total,2668,0,0.0
AlejandrÃ­a,5021,POINT (-75.141258 6.376923),ORIENTE,7,2012,Suicidios,Poblacion total,4649,0,0.0
AmagÃ¡,5030,POINT (-75.703216 6.04063),SUROESTE,8,2012,Suicidios,Poblacion total,28482,2,7.021978793624044
Amalfi,5031,POINT (-75.075028 6.907385),NORDESTE,4,2012,Suicidios,Poblacion total,24332,0,0.0
Andes,5034,POINT (-75.877699 5.655629),SUROESTE,8,2012,Suicidios,Poblacion total,42257,5,11.832359135764488
AngelÃ³polis,5036,POINT (-75.710262 6.111531),SUROESTE,8,2012,Suicidios,Poblacion total,5784,1,17.28907330567082
Angostura,5038,POINT (-75.334973 6.885789),NORTE,5,2012,Suicidios,Poblacion total,11694,1,8.551393877201985
AnorÃ­,5040,POINT (-75.145827 7.073577),NORDESTE,4,2012,Suicidios,Poblacion total,17072,2,11.715089034676664
AnzÃ¡,5044,POINT (-75.854027 6.303405),OCCIDENTE,6,2012,Suicidios,Poblacion total,6880,1,14.534883720930232
ApartadÃ³,5045,POINT (-76.630692 7.887047),URABA,9,2012,Suicidios,Poblacion total,106833,1,0.9360403620604121
